,항목명,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드
3595,      보통주 기본주및희석주당순손익,엔케이물산,유가증권시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,entity00103130
3596,   금융수익-기타,엔케이물산,유가증권시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,entity00103130
3597,   금융수익-유효이자율법에 따른 이자수익,엔케이물산,유가증권시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,entity00103130
3598,관계기업투자손익,KSS해운,유가증권시장상장법인,501,해상 운송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
3599,종속기업및관계기업투자손익,서희건설,코스닥시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
3600,      계속영업 총포괄손익,엔터메이트,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,entity01043853
3601,      계속영업 총포괄손익,엔터메이트,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,entity01043853
3602,      계속영업손익,엔터메이트,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,entity01043853
3603,      계속영업손익,엔터메이트,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,entity01043853
3604,      중단영업 총포괄손익,엔터메이트,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,entity01043853
3605,      중단영업 총포괄손익,엔터메이트,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,entity01043853
3606,      중단영업손익,엔터메이트,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,entity01043853
3607,      중단영업손익,엔터메이트,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,entity01043853
3608,계속영업당기순손익,대동전자,유가증권시장상장법인,264,통신 및 방송 장비 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_ProfitLossFromContinuingOperations
3609,중단영업손익,LG하우시스,유가증권시장상장법인,222,플라스틱제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossFromDiscontinuedOperations
3610,금융비용,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_FinanceCosts
3611,기타비용,AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses
3612,기타수익,AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains
3613,지분법이익(손실),뉴보텍,코스닥시장상장법인,222,플라스틱제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
3614,지분법손익,KTis,유가증권시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
3615,      기타포괄손익-공정가치측정 금융자산처분손익,엔피씨,유가증권시장상장법인,222,플라스틱제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00108038
3616,      기타포괄손익-공정가치측정 금융자산평가손익,GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments
3617,      기타포괄손익-공정가치측정금융자산처분손익,엔피씨,유가증권시장상장법인,222,플라스틱제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00108038
3618,      기타포괄손익-공정가치측정금융자산평가손익,DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments
3619,관계기업에 대한 손익,엔피씨,유가증권시장상장법인,222,플라스틱제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00108038
3620,   중단영업 기본주당순이익(손실),엔피케이,코스닥시장상장법인,202,합성고무 및 플라스틱 물질 제조업,12,2020-03-31,1분기보고서,KRW,entity00108490
3621,   지배기업소유주지분,CS,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
3622,   지배기업소유주지분,CS,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
3623,      기타포괄손익-공정가치측정금융자산 평가손익,DB,유가증권시장상장법인,620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments
3624,      지분법자본변동 중 당기손익으로 재분류되지 않는 항목,엘브이엠씨,유가증권시장상장법인,451,자동차 판매업,12,2020-03-31,1분기보고서,USD,entity00838500
3625,   후속적으로 당기손익으로 재분류되지 않는 항목,CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax
3626,기타비용,AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses
3627,기타수익,AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains
3628,지분법투자손익,DSR제강,유가증권시장상장법인,241,1차 철강 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
3629,      계속영업당기순이익(손실),엘아이에스,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00670085
3630,      계속영업당기순이익(손실),엘아이에스,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00670085
3631,      당기손익으로 재분류되지 않는 항목의 법인세,고려산업,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLoss
3632,      중단영업당기순손실,엘아이에스,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00670085
3633,      중단영업당기순손실,엘아이에스,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00670085
3634,   계속영업 기본 및 희석주당이익(손실),골프존,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations
3635,   중단영업 기본 및 희석주당이익(손실),골프존,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations
3636,지분법손실,세원셀론텍,유가증권시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
3637,지분법이익,남화산업,코스닥시장상장법인,911,스포츠 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
3638,투자비용,원익홀딩스,코스닥시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_LossesArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost
3639,투자수익,원익홀딩스,코스닥시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost
3640,      기타포괄손익-공정가치측정 지분상품 평가손익,S&TC,유가증권시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments
3641,      기타포괄손익-공정가치측정지분상품 평가손익,NICE,유가증권시장상장법인,715,회사 본부 및 경영 컨설팅 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeBeforeTaxGainsLossesFromInvestmentsInEquityInstruments
3642,   계속영업 기본 및 희석주당이익,엘에스일렉트릭,유가증권시장상장법인,281,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",12,2020-03-31,1분기보고서,KRW,entity00105855
3643,   계속영업과중단영업 기본 및 희석주당이익,엘에스일렉트릭,유가증권시장상장법인,281,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",12,2020-03-31,1분기보고서,KRW,entity00105855
3644,관계기업투자손익,KSS해운,유가증권시장상장법인,501,해상 운송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
3645,기본 및 희석주당이익,포스코케미칼,유가증권시장상장법인,232,"내화, 비내화 요업제품 제조업",12,2020-03-31,1분기보고서,KRW,ifrs-full_EarningsPerShareAbstract
3646,기타영업외손익,디앤씨미디어,코스닥시장상장법인,581,"서적, 잡지 및 기타 인쇄물 출판업",12,2020-03-31,1분기보고서,KRW,dart_OtherGains
3647,기타순손익,메타랩스,유가증권시장상장법인,141,봉제의복 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains
3648,물류원가,엘엠에스,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00494218
3649,연구개발비,엘엠에스,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00494218
3650,지분법이익,남화산업,코스닥시장상장법인,911,스포츠 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
3651,      지분법자본변동,CJ ENM,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax
3652,지분법이익(손실),뉴보텍,코스닥시장상장법인,222,플라스틱제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
3653,      기타포괄손익-공정가치 측정 금융자산 평가손익,경농,유가증권시장상장법인,203,"비료, 농약 및 살균, 살충제 제조업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation
3654,      기타포괄손익공정가치측정금융자산평가손익,동아쏘시오홀딩스,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments
3655,      지분법자본변동,CJ ENM,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax
3656,지분법손실,세원셀론텍,유가증권시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
3657,지분법이익,남화산업,코스닥시장상장법인,911,스포츠 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
3658,   관계기업투자손익,엠게임,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,entity00397058
3659,   금융비용,대한제분,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,dart_InterestExpenseFinanceExpense
3660,   금융수익-유효이자율법에 따른 이자수익,엠게임,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,entity00397058
3661,   금융수익_기타,엠게임,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,entity00397058
3662,   금융수익_유효이자율법에 따른 이자수익,W홀딩컴퍼니,코스닥시장상장법인,529,기타 운송관련 서비스업,12,2020-03-31,1분기보고서,KRW,dart_InterestIncomeFinanceIncome
3663,   기타비용,이매진아시아,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2020-03-31,1분기보고서,KRW,dart_LossesOnDisposalsOfPropertyPlantAndEquipment
3664,   기타수익,CNH,코스닥시장상장법인,642,신탁업 및 집합투자업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherRevenue
3665,영업외손익,JW신약,코스닥시장상장법인,212,의약품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains
3666,      기타포괄-공정가치측정금융자산처분손익,엠씨넥스,코스닥시장상장법인,265,영상 및 음향기기 제조업,12,2020-03-31,1분기보고서,KRW,entity00564562
3667,      기타포괄-공정가치측정금융자산처분이익,엠씨넥스,코스닥시장상장법인,265,영상 및 음향기기 제조업,12,2020-03-31,1분기보고서,KRW,entity00564562
3668,      기타포괄-공정가치측정금융자산평가손실,엠씨넥스,코스닥시장상장법인,265,영상 및 음향기기 제조업,12,2020-03-31,1분기보고서,KRW,entity00564562
3669,      기타포괄-공정가치측정금융자산평가손익,엠씨넥스,코스닥시장상장법인,265,영상 및 음향기기 제조업,12,2020-03-31,1분기보고서,KRW,entity00564562
3670,      기타포괄-공정가치측정금융자산평가이익,엠씨넥스,코스닥시장상장법인,265,영상 및 음향기기 제조업,12,2020-03-31,1분기보고서,KRW,entity00564562
3671,지분법이익,남화산업,코스닥시장상장법인,911,스포츠 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
3672,      기타포괄손익-공정가치 측정 금융자산 평가손익(세후기타포괄손익),BYC,유가증권시장상장법인,141,봉제의복 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax
3673,관계기업투자손익,KSS해운,유가증권시장상장법인,501,해상 운송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
3674,지분법손익,KTis,유가증권시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
3675,      기타포괄손익-공정가치로 측정하는 지분상품 투자-공정가치 변동,엠젠플러스,코스닥시장상장법인,465,기계장비 및 관련 물품 도매업,12,2020-03-31,1분기보고서,KRW,entity00110884
3676,계속사업당기순이익(손실),EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossFromContinuingOperations
3677,중단사업당기순이익(손실),EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossFromDiscontinuedOperations
3678,      법인세효과,GST,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss
3679,      법인세효과,GST,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss
3680,   국내제품매출,엠케이전자,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00121686
3681,   금융매출원가,엠케이전자,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00121686
3682,   해외제품매출,엠케이전자,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00121686
3683,지분법투자이익(손실),SBI핀테크솔루션즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,3,2020-06-30,1분기보고서,JPY,dart_OtherGains
3684,금융수익(기타),엠플러스,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00833064
3685,대손상각비,엠플러스,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00833064
3686,총포괄이익,HRS,코스닥시장상장법인,202,합성고무 및 플라스틱 물질 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncome
3687,금융비용,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_FinanceCosts
3688,기타금융수익,대교,유가증권시장상장법인,851,초등 교육기관,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome
3689,대손상각비(환입),영신금속,코스닥시장상장법인,259,기타 금속 가공제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00140858
3690,지분법손익,KTis,유가증권시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
3691,기타비용,AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses
3692,기타수익,AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains
3693,      기타포괄손익-공정가치금융자산 관련 손익,영원무역,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,entity00776820
3694,      기타포괄손익-공정가치금융자산 처분이익,영원무역,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,entity00776820
3695,      기타포괄손익-공정가치금융자산 평가손익,KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments
3696,      기타포괄손익-공정가치금융자산 평가손익,KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments
3697,      기타포괄손익-공정가치측정금융자산 평가손익,DB,유가증권시장상장법인,620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments
3698,      파생상품 평가손익,영원무역홀딩스,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00140964
3699,금융비용,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_FinanceCosts
3700,영업비용,AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales
3701,영업수익,AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue
3702,      기타포괄손익-공정가치 측정 금융자산 평가손익,경농,유가증권시장상장법인,203,"비료, 농약 및 살균, 살충제 제조업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation
3703,      기타포괄손익관련 법인세효과,영풍,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,entity00141307
3704,      기타포괄손익관련 법인세효과,영풍,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,entity00141307
3705,      법인세효과 차감후 금액,영풍,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,entity00141307
3706,      법인세효과 차감후 금액,영풍,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,entity00141307
3707,      지분법이익잉여금,E1,유가증권시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossBeforeTax
3708,      지분법자본변동,CJ ENM,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax
3709,      지분법자본변동,CJ ENM,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax
3710,      해외사업환산손익,CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax
3711,      해외사업환산손익(비지배지분),영풍,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,entity00141307
3712,   기본 및 희석 주당이익,다우기술,유가증권시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations
3713,   기본 및 희석주당이익,고려산업,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare
3714,대손상각비,영풍,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,entity00141307
3715,지분법이익,남화산업,코스닥시장상장법인,911,스포츠 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
3716,      기타포괄손익-공정가치 측정 금융자산 평가손익(세후기타포괄손익),BYC,유가증권시장상장법인,141,봉제의복 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax
3717,      당기손익으로 재분류 될 수 없는 항목의 법인세,영풍정밀,코스닥시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00141389
3718,   당기손익-공정가치측정금융자산처분손실,영풍정밀,코스닥시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00141389
3719,   당기손익-공정가치측정금융자산처분이익,영풍정밀,코스닥시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00141389
3720,   당기손익-공정가치측정금융자산평가손실,와이지-원,코스닥시장상장법인,259,기타 금속 가공제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_LossesOnValuationOfFairValueFinancialAssetFinancialExpense
3721,   당기손익-공정가치측정금융자산평가이익,영풍정밀,코스닥시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00141389
3722,   사용권자산상각비,진바이오텍,코스닥시장상장법인,108,동물용 사료 및 조제식품 제조업,12,2020-03-31,1분기보고서,KRW,dart_LeaseExpenses
3723,   잡비,KCC건설,코스닥시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,dart_MiscellaneousExpenses
3724,      법인세,영화금속,유가증권시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00141413
3725,관리비,고려산업,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses
3726,지배기업의 소유주 귀속 당기순이익,영화테크,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00659976
3727,공동ㆍ관계기업투자손익,영흥,유가증권시장상장법인,241,1차 철강 제조업,12,2020-03-31,1분기보고서,KRW,entity00141477
3728,대손상각비,영흥,유가증권시장상장법인,241,1차 철강 제조업,12,2020-03-31,1분기보고서,KRW,entity00141477
3729,   비지배지분,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests
3730,   지배기업 소유주지분,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
3731,기타영업비용,경동나비엔,유가증권시장상장법인,285,가정용 기기 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses
3732,기타영업외비용,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,dart_OtherLosses
3733,지분법손실,세원셀론텍,유가증권시장상장법인,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
3734,투자비용,원익홀딩스,코스닥시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_LossesArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost
3735,투자수익,원익홀딩스,코스닥시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost
3736,      보험수리적손익의 법인세효과,예스24,코스닥시장상장법인,479,무점포 소매업,12,2020-03-31,1분기보고서,KRW,entity00362858
3737,      순확정급여의 재측정요소,서플러스글로벌,코스닥시장상장법인,465,기계장비 및 관련 물품 도매업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans
3738,기타의대손상각비,예스24,코스닥시장상장법인,479,무점포 소매업,12,2020-03-31,1분기보고서,KRW,entity00362858
3739,대손상각비,예스24,코스닥시장상장법인,479,무점포 소매업,12,2020-03-31,1분기보고서,KRW,entity00362858
3740,      가스매출액,예스코홀딩스,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00105101
3741,      가스매출원가,예스코홀딩스,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00105101
3742,관계기업에 대한 지분법손익,대교,유가증권시장상장법인,851,초등 교육기관,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue
3743,관계기업투자주식 처분손익,예스코홀딩스,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00105101
3744,영업비용,AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales
